,genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
10,"['edm', 'electronic trap', 'electropop', 'indietronica', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/62vbsDRAq0qHdezaCOzB0T,62vbsDRAq0qHdezaCOzB0T,"[{'height': 640, 'url': 'https://i.scdn.co/image/c0dc757ca37caa4514184ec11f3f1153f682e2f3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ff01c1f05247fee0f075d1d3f5733e8d825cf818', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/861727429ac9e8a310d14cd96a9d85a91cb93c3d', 'width': 160}]",Medasin,66,artist,spotify:artist:62vbsDRAq0qHdezaCOzB0T,https://open.spotify.com/artist/62vbsDRAq0qHdezaCOzB0T,,77003
11,"['edm', 'vapor twitch']",https://api.spotify.com/v1/artists/60yfafz0P3gqaUaOUIddae,60yfafz0P3gqaUaOUIddae,"[{'height': 640, 'url': 'https://i.scdn.co/image/3a977e8ba75d11bc53b88246ff6d120624f98840', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9194070320949f0b913d2bc545de866f69a7cb45', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f74df470104d9bfc75438be77a3c70bcd2258f69', 'width': 160}]",BRONSON,60,artist,spotify:artist:60yfafz0P3gqaUaOUIddae,https://open.spotify.com/artist/60yfafz0P3gqaUaOUIddae,,13887
12,['la indie'],https://api.spotify.com/v1/artists/0LklyUMMUhpIjMgYHlV0hN,0LklyUMMUhpIjMgYHlV0hN,"[{'height': 640, 'url': 'https://i.scdn.co/image/5d7f745146139e0dc1ff098df711be9a9702adb8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b47fc925a50864cc909b91fc312c8be6f673ee7d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f8f11f8394fa54b5035bb7833006468466e1bdf0', 'width': 160}]",Chicano Batman,58,artist,spotify:artist:0LklyUMMUhpIjMgYHlV0hN,https://open.spotify.com/artist/0LklyUMMUhpIjMgYHlV0hN,,139632
13,"['funk', 'neo-psychedelic', 'soul']",https://api.spotify.com/v1/artists/2mVVjNmdjXZZDvhgQWiakk,2mVVjNmdjXZZDvhgQWiakk,"[{'height': 640, 'url': 'https://i.scdn.co/image/865c453789287d6d52e59d84d8563c8c2c9d2efe', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4753357726b7747f94a410bab9756dcb6e4aa2a2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6cda3715ceb522cd4d55f8b4d101d6dec0d37903', 'width': 160}]",Khruangbin,77,artist,spotify:artist:2mVVjNmdjXZZDvhgQWiakk,https://open.spotify.com/artist/2mVVjNmdjXZZDvhgQWiakk,,626691
14,"['electropop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'vapor soul']",https://api.spotify.com/v1/artists/5Lhxlge1CR1DrgDAje8Qaw,5Lhxlge1CR1DrgDAje8Qaw,"[{'height': 640, 'url': 'https://i.scdn.co/image/a95db2c829705a7f490290aa145aa1541f309053', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/27cc7d121cee2876987dec6785f5d153b2681b4b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f3b044da4b7db23dd66b65038be0896b0e3fc2d8', 'width': 160}]",NoMBe,66,artist,spotify:artist:5Lhxlge1CR1DrgDAje8Qaw,https://open.spotify.com/artist/5Lhxlge1CR1DrgDAje8Qaw,,137879
15,"['bass trap', 'edm', 'electronic trap', 'pop edm', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/01qbSocTDAe2DmKayS89A5,01qbSocTDAe2DmKayS89A5,"[{'height': 640, 'url': 'https://i.scdn.co/image/ee12117c60d61ea97769ab29bafc90982f175015', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d763704c94aa8bbb03e2106267a6879d079cdb6f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/2db731855d7ae7618b41958298deaae16128de3f', 'width': 160}]",pluko,57,artist,spotify:artist:01qbSocTDAe2DmKayS89A5,https://open.spotify.com/artist/01qbSocTDAe2DmKayS89A5,,29121
16,[],https://api.spotify.com/v1/artists/3T91YntaaHTAKK2GYoTUPW,3T91YntaaHTAKK2GYoTUPW,"[{'height': 640, 'url': 'https://i.scdn.co/image/9fdef90e25e02f15d66b06a7bbde346ba12d853d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8fabf7a4e68ee15679fc5a3d74692f8ee946d468', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e2d643b3efae60009cd756edc54c50644437f6bd', 'width': 160}]",Daniel Hart,38,artist,spotify:artist:3T91YntaaHTAKK2GYoTUPW,https://open.spotify.com/artist/3T91YntaaHTAKK2GYoTUPW,,5964
17,"['afropop', 'nigerian pop']",https://api.spotify.com/v1/artists/3WTrdbZU99dgTtt3ZkyamT,3WTrdbZU99dgTtt3ZkyamT,"[{'height': 640, 'url': 'https://i.scdn.co/image/0203f53a9bc978419d6d0b77057a49af80aaaa3d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2aedb14ec63bad438bf13c55f68fc7fc466c36c4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e10b51dcacd73aa4a660665b8c0398e6ab2cfb67', 'width': 160}]",Oxlade,56,artist,spotify:artist:3WTrdbZU99dgTtt3ZkyamT,https://open.spotify.com/artist/3WTrdbZU99dgTtt3ZkyamT,,5089
18,"['edm', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop edm', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/4EukMPjtYsdi87lkU1hIxN,4EukMPjtYsdi87lkU1hIxN,"[{'height': 640, 'url': 'https://i.scdn.co/image/0f756fbf2d9c6b2bfd0841efb24ca9983c29d98f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c9cac59dfc99d64dc44e16d8202202f94df608be', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b79fd6aca0464894038bd574feb77611423266a7', 'width': 160}]",Manila Killa,57,artist,spotify:artist:4EukMPjtYsdi87lkU1hIxN,https://open.spotify.com/artist/4EukMPjtYsdi87lkU1hIxN,,50192
19,"['british singer-songwriter', 'fingerstyle', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",https://api.spotify.com/v1/artists/5schNIzWdI9gJ1QRK8SBnc,5schNIzWdI9gJ1QRK8SBnc,"[{'height': 640, 'url': 'https://i.scdn.co/image/7ec49cdc5e055089b05e7202bfd52cdf7ab63fcf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b50567b5a603a0e0a15c171732762cc5fc16c7c4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/45e93ccf2ca704881ab413a662df10e49ee6bbfb', 'width': 160}]",Ben Howard,73,artist,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,https://open.spotify.com/artist/5schNIzWdI9gJ1QRK8SBnc,,1727002
20,"['house', 'pop', 'tropical house', 'uk dance']",https://api.spotify.com/v1/artists/6nS5roXSAGhTGr34W6n7Et,6nS5roXSAGhTGr34W6n7Et,"[{'height': 640, 'url': 'https://i.scdn.co/image/cde64861a67aa8de5e33c5290d30cf40b4caa36e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b4ee4c19a731d4ef62735e70ccc76a363ac56d64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e1310856614e1b402c2ab418f57bce476cdf9fc7', 'width': 160}]",Disclosure,82,artist,spotify:artist:6nS5roXSAGhTGr34W6n7Et,https://open.spotify.com/artist/6nS5roXSAGhTGr34W6n7Et,,1754865
21,"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']",https://api.spotify.com/v1/artists/4pb4rqWSoGUgxm63xmJ8xc,4pb4rqWSoGUgxm63xmJ8xc,"[{'height': 640, 'url': 'https://i.scdn.co/image/426e0d784cfc0dfe8f3275e32850223232835c14', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d12113789d3953523b7b2c2f0ef53871605fed1c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/3f4c99a2932c2e21fc966123050cd92fe4ff0c15', 'width': 160}]",Madeon,66,artist,spotify:artist:4pb4rqWSoGUgxm63xmJ8xc,https://open.spotify.com/artist/4pb4rqWSoGUgxm63xmJ8xc,,527241
22,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/4LLpKhyESsyAXpc4laK94U,4LLpKhyESsyAXpc4laK94U,"[{'height': 640, 'url': 'https://i.scdn.co/image/ed63d93ec5348edc9cdf85c97179bbc78cd57292', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fc5a96c07e5405d083bdce4da9e23990a3e6002f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/67a39ada83e4dc3e4690e361e9dc91dd702ea2ee', 'width': 160}]",Mac Miller,87,artist,spotify:artist:4LLpKhyESsyAXpc4laK94U,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,,4490046
23,"['alternative r&b', 'edm', 'electropop', 'indie poptimism', 'indie soul', 'indietronica', 'new french touch', 'tropical house', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/28yVvEvA2lT3K5RNIhV1Dj,28yVvEvA2lT3K5RNIhV1Dj,"[{'height': 640, 'url': 'https://i.scdn.co/image/0e91cb78b9967e5b45f9a2971ab9d3519ded5c86', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e5cb762bb0cf7166707e9b066a3d4dd08ea586e9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f01a99de0889258667d33f9a41c310bfc0a1edb3', 'width': 160}]",BAYNK,65,artist,spotify:artist:28yVvEvA2lT3K5RNIhV1Dj,https://open.spotify.com/artist/28yVvEvA2lT3K5RNIhV1Dj,,62716
24,"['bay area indie', 'chillwave', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'oakland indie', 'shimmer pop']",https://api.spotify.com/v1/artists/4ptJIIR10UVlGjN0VntFaK,4ptJIIR10UVlGjN0VntFaK,"[{'height': 640, 'url': 'https://i.scdn.co/image/2c2426dc5b4c430472cdaafe059e3a6cbde70906', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0227e1a7dcaf03005bfe25ffd53fb3467fb460e3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/bfae3153931c1499d09d38bf3b294a0531e60399', 'width': 160}]",Day Wave,58,artist,spotify:artist:4ptJIIR10UVlGjN0VntFaK,https://open.spotify.com/artist/4ptJIIR10UVlGjN0VntFaK,,89764
25,"['chillwave', 'downtempo', 'electronica', 'indietronica', 'intelligent dance music']",https://api.spotify.com/v1/artists/5oOhM2DFWab8XhSdQiITry,5oOhM2DFWab8XhSdQiITry,"[{'height': 640, 'url': 'https://i.scdn.co/image/460f8dd62e2cfb4df17e05bf97471a596a28eeda', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/80ba51f8c16442d839a0ed99d6c3e40730fe8c81', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/cc3f07038fe794f40523bc19fedd181ff48e2f78', 'width': 160}]",Tycho,66,artist,spotify:artist:5oOhM2DFWab8XhSdQiITry,https://open.spotify.com/artist/5oOhM2DFWab8XhSdQiITry,,563607
26,['future funk'],https://api.spotify.com/v1/artists/3AsWxxZTFPoCFxM1s8Lg1J,3AsWxxZTFPoCFxM1s8Lg1J,"[{'height': 640, 'url': 'https://i.scdn.co/image/92ab5298bddf8633942f5986dfec74c1634cdc1d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/3da9d80b0cc8368c705ac3090d02b3d772249079', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e19e41f51f35f815ec9778773d7b5c7404bbfa54', 'width': 160}]",glue70,52,artist,spotify:artist:3AsWxxZTFPoCFxM1s8Lg1J,https://open.spotify.com/artist/3AsWxxZTFPoCFxM1s8Lg1J,,28190
27,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://api.spotify.com/v1/artists/13ubrt8QOOCPljQ2FL1Kca,13ubrt8QOOCPljQ2FL1Kca,"[{'height': 640, 'url': 'https://i.scdn.co/image/cce607c4d975ae49d68b484eaef51a6413fa73b1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/80109a31021dd821ae66d6d47ca2af399463a56c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ea6a2be8645a788d0fa1eb1adb6a02f8bc3148fc', 'width': 160}]",A$AP Rocky,87,artist,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,,7134226
28,"['art pop', 'chillwave', 'denver indie', 'electropop', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']",https://api.spotify.com/v1/artists/1ybAN3utgdoUL1MUCtH4QM,1ybAN3utgdoUL1MUCtH4QM,"[{'height': 640, 'url': 'https://i.scdn.co/image/320d8c892b6eecd7f7eb619c3e899db0be7a32b0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/1de57ac6dc243b7ae933a3311a8a07f7ecd29412', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/9ee1d54e0f6f61a0620f36bf9616ccd4088747a6', 'width': 160}]",Tennis,59,artist,spotify:artist:1ybAN3utgdoUL1MUCtH4QM,https://open.spotify.com/artist/1ybAN3utgdoUL1MUCtH4QM,,188070
29,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/360IAlyVv4PCEVjgyMZrxK,360IAlyVv4PCEVjgyMZrxK,"[{'height': 640, 'url': 'https://i.scdn.co/image/b3dc491decb5b3e054935375acf7ed60c139ddf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c4bb4ca37b22c8826e6192b3656e8ea0c3535132', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/426b884e87fc511afce414c8cea010e1fd3934e9', 'width': 160}]",Miguel,82,artist,spotify:artist:360IAlyVv4PCEVjgyMZrxK,https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK,,2851836
30,"['chillhop', 'lo-fi beats']",https://api.spotify.com/v1/artists/44insiIQApkRaCMIbuaISJ,44insiIQApkRaCMIbuaISJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/4f4307cd11b5a5b3ed0ff8a87cd18c778e0b9838', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/058869224c5863a9efa3c78d5d7ffb3091d092e3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/44e0446402185fe104e968298c8436c94fd72d4d', 'width': 160}]",Joey Pecoraro,62,artist,spotify:artist:44insiIQApkRaCMIbuaISJ,https://open.spotify.com/artist/44insiIQApkRaCMIbuaISJ,,90746
31,"['chillhop', 'future funk']",https://api.spotify.com/v1/artists/7pnSUizGuS2tAW2yCAhafn,7pnSUizGuS2tAW2yCAhafn,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736fa3da33a574843e86988d98', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026fa3da33a574843e86988d98', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516fa3da33a574843e86988d98', 'width': 64}]",Vanilla,53,artist,spotify:artist:7pnSUizGuS2tAW2yCAhafn,https://open.spotify.com/artist/7pnSUizGuS2tAW2yCAhafn,,25547
32,['organic house'],https://api.spotify.com/v1/artists/0cjvrTtv350Ls87eGY80iz,0cjvrTtv350Ls87eGY80iz,"[{'height': 640, 'url': 'https://i.scdn.co/image/4883de02dbc16e2b6c74f5b696bae2441ec29888', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/efeef16842dec77cc8c6be813954140c7ac71536', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/38da533ca80b9d377cb11c57f34d32f1660cd77e', 'width': 160}]",Massane,41,artist,spotify:artist:0cjvrTtv350Ls87eGY80iz,https://open.spotify.com/artist/0cjvrTtv350Ls87eGY80iz,,1661
33,"['electropop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'rock', 'shimmer pop', 'stomp and holler', 'vapor soul']",https://api.spotify.com/v1/artists/75dQReiBOHN37fQgWQrIAJ,75dQReiBOHN37fQgWQrIAJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/7d90d2214f3b3a47ed43fbedf4d43d945522b8cc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f7bb410d69d76d1440db1538675ba4550d392cb9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7de5f4682d779d2ec2734384d7874a20e11469aa', 'width': 160}]",Local Natives,67,artist,spotify:artist:75dQReiBOHN37fQgWQrIAJ,https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ,,501839
34,"['electropop', 'indie poptimism', 'indietronica', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/0PxzGnCYBpSuaI49OR94cA,0PxzGnCYBpSuaI49OR94cA,"[{'height': 640, 'url': 'https://i.scdn.co/image/a4470a0c8656b9c2c626345ed3321ab19203246a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/5cb7b553037eccc0a62a5f36149ad15cafabbe12', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/32266f34b0feec81d7ef7551f83e60f8ee85ac18', 'width': 160}]",Big Wild,67,artist,spotify:artist:0PxzGnCYBpSuaI49OR94cA,https://open.spotify.com/artist/0PxzGnCYBpSuaI49OR94cA,,147509
35,"['edm', 'electro house', 'electronic trap', 'electropop', 'pop edm', 'vapor twitch']",https://api.spotify.com/v1/artists/0jNDKefhfSbLR9sFvcPLHo,0jNDKefhfSbLR9sFvcPLHo,"[{'height': 640, 'url': 'https://i.scdn.co/image/6469320d75d068f0f5060bb61c3bbae71e8c3701', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2ba0f71e6ae1a7e50c907bc5278ae20e1b8ffe92', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/4ef6c8cfbf4c376cc5720a2a65c32fbbd4f28d41', 'width': 160}]",San Holo,68,artist,spotify:artist:0jNDKefhfSbLR9sFvcPLHo,https://open.spotify.com/artist/0jNDKefhfSbLR9sFvcPLHo,,564883
36,"['catstep', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'new french touch', 'pop edm', 'swedish electropop', 'tropical house', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/1ikID9RZZMvkuBGDWrqajq,1ikID9RZZMvkuBGDWrqajq,"[{'height': 640, 'url': 'https://i.scdn.co/image/f97a27d4f1a1e395a789182a6f48cb168b4faa96', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/68007a4a36ef14243c13b934bb1e8fe4cf272ff0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/088cf14dc83c5c99bae63b47a3873ce7ff903460', 'width': 160}]",Kasbo,64,artist,spotify:artist:1ikID9RZZMvkuBGDWrqajq,https://open.spotify.com/artist/1ikID9RZZMvkuBGDWrqajq,,99711
37,"['gauze pop', 'progressive house', 'tropical house']",https://api.spotify.com/v1/artists/27gtK7m9vYwCyJ04zz0kIb,27gtK7m9vYwCyJ04zz0kIb,"[{'height': 640, 'url': 'https://i.scdn.co/image/1d0cd466696e399b43fb5013d625f3b63dbe8c3f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/671961443fd9dc114989382fecc81a1d7a2066f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/031a95a6e52d8182b687f38cac5b6c8f87a28995', 'width': 160}]",Lane 8,69,artist,spotify:artist:27gtK7m9vYwCyJ04zz0kIb,https://open.spotify.com/artist/27gtK7m9vYwCyJ04zz0kIb,,185372
